시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3,메뉴4,가격4
경기도,평택시,한식_일반,찌개와삼겹살이맛있는집,031-651-4966,경기도평택시원평로40-6,물냉면,6000,비빔냉면,6000,,,,
경기도,평택시,한식_일반,최가네식당,031-662-6098,경기도평택시평택1로20번길421층,한식뷔페,7000,,,,,,
경기도,평택시,기타요식업,가을앤럭키,070-4833-6789,경기도평택시평택1로37A동1층,커피아메리카노,2000,헤이즐커피,2000,,,,
경기도,평택시,한식_면류,막둥이칼국수,031-684-1544,경기도평택시안중읍안현로서6길5A동1층,막둥이칼국수,5900,,,,,,
경기도,평택시,미용업,머리사랑전문염색방,070-7589-9077,경기도평택시밀월로15번길57,염색,20000,,,,,,
경기도,평택시,한식_일반,옛날고향보리밥,,경기도평택시통복시장2로23-11층,보리밥정식,6000,잔치국수,6000,,,,
경기도,평택시,기타비요식업,동호목욕탕,031-652-3438,경기도평택시통복시장로16번길15,목욕업,7000,,,,,,
경기도,평택시,한식_일반,한방전주콩나물국밥,031-657-5888,경기도평택시중앙로361층,콩나물국밥,7000,황태콩나물국밥,8000,,,,
경기도,평택시,한식_일반,토담생고기김치두루치기,031-657-8907,경기도평택시죽백5로33102호중23호,갈비탕,10000,두루치기+솥밥,10000,,,,
경기도,평택시,한식_일반,모이세홍두깨손칼국수,031-611-2221,경기도평택시밀월로35번길16-12,손칼국수,7000,들깨손칼국수,8000,손칼제비,7000,들깨손칼제비,8000
경기도,평택시,미용업,겐그레아헤어샵,031-651-7213,경기도평택시세교3로5(세교동우성꿈그린아파트)상가동108호,컷트,12000,,,,,,
경기도,평택시,미용업,경헤어스토리,031-657-6721,경기도평택시포승읍서동대로1136101호,컷트(남성),12000,컷트(여성),13000,,,,
경기도,평택시,한식_일반,불타는도야지,031-653-3643,경기도평택시원평로24(평택동)1층,돼지목살(150g),10000,돼지왕갈비(300g),15000,뼈없는돼지갈비(1200g),49000,,
경기도,평택시,한식_일반,용이민물장어,031-656-5656,경기도평택시현신6길36(용이동)1층,장어탕,8000,된장찌개,8000,,,,
경기도,평택시,일식,참치대장참다랑어평택용이점,031-652-3782,경기도평택시현신로8(용이동)1층,참다랑어회덮밥,9000,날치알덮밥,9000,육회비빔밥,8000,미역국,8000
경기도,평택시,한식_일반,춘향골월매집,031-683-0147,경기도평택시안중읍서동대로1911,콩나물국밥,8000,콩나물따로국밥,8000,양푼비빔밥,8000,선지해장국,9000
경기도,평택시,한식_일반,평택쌍둥이네,031-618-5977,경기도평택시유천3길105-1(유천동),어죽,9000,우렁비빔국수,8000,열무물국수,8000,,
경기도,평택시,한식_일반,88냉삼본점,031-664-9293,경기도평택시고덕국제7로117(고덕동)110호,냉삼,8800,항정뽈살,9800,,,,
경기도,평택시,한식_일반,국수드림,031-684-9633,경기도평택시청북읍드림산단2로8,잔치국수,6000,비빔국수,7000,김밥,3000,,
경기도,평택시,한식_일반,밥쏘는날,031-683-0377,평택시경기대로1376번길111층,제육볶음,10000,된장찌개,8000,닭볶음탕(1.2kg),30000,,
경기도,평택시,미용업,서정리가발,,평택시정암로63층,남성컷트,6000,여성컷트,12000,,,,
경기도,평택시,한식_일반,가정식백반본점,031-666-0789,평택시서정역로35-31층,가정식백반,8000,비빔밥,7000,제육정식,10000,,
경기도,평택시,이용업,착한남성컷,,평택시탄현로581층101호,커트,5000,새치염색,10000,천연염색,15000,멋내기염색,25000
경기도,평택시,한식_일반,우리동네양푼쪽갈비,031-667-6061,평택시정암로4,대패삼겹살(100g),3900,삼겹살(170g),15000,돼지갈비(250g),15000,,
경기도,평택시,한식_일반,고기지나가시는분고기좀먹고가세요,031-4916-3849,평택시비전5로37109호,참나무삼겹살(150g),11000,참나무목살(150g),11000,,,,
경기도,평택시,이용업,이레남성컷트,,평택시문화촌로19번길7-51층,컷트,10000,가위컷트,12000,디자인컷트,12000,염색,12000
경기도,평택시,미용업,환희미용실,031-662-9173,평택시특구로5번길661층,컷트,10000,,,,,,
경기도,평택시,한식_일반,동화마을잔칫날,031-681-9392,평택시안중읍안중로18번길58-1,잔치국수,6000,비빔국수,6000,쫄면,6000,김밥,3500
경기도,평택시,한식_일반,용정해장국,031-667-5333,평택시서정역로19번길121층,해장국,6000,내장탕,8000,제육볶음,8000,소곱창전골(중),27000
경기도,평택시,한식_면류,형제식당면옥,031-663-7651,평택시서정역로25번길131동1층,비빔국수,7000,냉국수,7000,멸치국수,6000,,
경기도,평택시,미용업,티는헤어,031-666-1817,평택시신장로100번길251층,커트,10000,,,,,,
경기도,평택시,한식_일반,행복식당,,평택시서정역로47번길24,원조김밥,3500,떡만두국,6000,칼국수,6000,김치전,8000
경기도,평택시,한식_일반,진선배국수,031-8029-5503,평택시탄현로611층,멸치국수,3500,수제비,3500,칼국수,3500,비빔국수,3500
경기도,평택시,한식_일반,옛날통닭지제센트럴파크점,,평택시지제동삭1로163상가동108호,옛날통닭,9000,,,,,,
경기도,평택시,한식_일반,돈방석삼겹살,031-618-3301,평택시조개터로26번길41층,가정식백반,8000,,,,,,
경기도,시흥시,한식_일반,비비닭강정,031-311-3579,경기도시흥시삼미시장2길391층(신천동),순살닭강정(대),13000,순살닭강정(중),8000,옛날통닭,9000,,
경기도,시흥시,미용업,유림헤어뱅크,031-315-7379,경기도시흥시호현로63번길8(대야동),펌,25000,컷트,10000,염색,25000,,
경기도,시흥시,미용업,머리하는날,031-311-1235,경기도시흥시대골안길57-2(대야동),펌,30000,컷트,10000,염색,20000,,
경기도,시흥시,미용업,큐사랑쁘띠헤어,,경기도시흥시대골안길441층(대야동),펌,25000,컷트,10000,염색,15000,,
경기도,시흥시,이용업,고수컷,0507-1341-0083,경기도시흥시목감남서로9-5114호(조남동),펌(학생),25000,투블럭컷(학생),7000,투블럭상고컷(학생),9000,,
경기도,시흥시,기타요식업,카페섬김,0507-1460-2771,경기도시흥시시청로72번길25-1(장현동),아메리카노,2500,카페라떼,3000,카페모카,3500,,
경기도,시흥시,미용업,가위쟁이헤어스토리,031-497-1482,경기도시흥시정왕신길로49번길7고합A상가(정왕동),커트,10000,펌,30000,염색,25000,,
경기도,시흥시,미용업,멋쟁이헤어,031-433-3044,경기도시흥시오이도4길11(정왕동),커트,10000,펌,25000,염색,25000,,
경기도,시흥시,목욕업,해수랜드,031-433-7550,경기도시흥시옥구상가1길37(정왕동),사우나,8000,,,,,,
경기도,시흥시,한식_육류,장원농장,031-498-5150,경기도시흥시봉화로143번길20(정왕동),백숙,50000,오리백숙,60000,흑염소탕,15000,,
경기도,시흥시,기타요식업,명장텐베이커리배곧점,031-499-4427,경기도시흥시서울대학로264번길26-18110호112호(배곧동),단팥빵,1500,소보루빵,1500,크림빵,1500,,
경기도,시흥시,한식_일반,짱돌짚,,경기도시흥시배곧4로221층120121호,민물장어,37900,오차돌,16000,,,,
경기도,시흥시,한식_일반,옛날손칼국수,,경기도시흥시신천천서로30-11층,손칼국수,9000,손수제비,9000,손칼제비,9000,,
경기도,시흥시,한식_일반,큰집가마솥순대국,031-314-8576,경기도시흥시시청로68번길261층113호,순대국밥,8000,아바이국밥,9000,닭곰탕,8000,,
경기도,시흥시,기타요식업,카페샌디,,경기도시흥시능곡로122상가102호,클럽샌드위치,4000,감자반계란반샌드위치,3000,닭가슴살샐러드,8000,,
경기도,시흥시,미용업,미앤미헤어샵,,경기도시흥시시흥대로1083-5,커트,7000,학생커트,6000,염색,20000,,
경기도,시흥시,기타요식업,삼미빵집,,경기도시흥시삼미시장4길101층,단팥완두크림소보루3개,2000,밤식빵,4000,롤케익,7000,,
경기도,시흥시,기타비요식업,맞춤운동센터자이언트짐,,경기도시흥시함송로29번길5다나빌딩2층,맞춤운동피티20회(헬스별도),420000,맞춤운동피티8회(헬스포함),180000,,,,
경기도,시흥시,한식_육류,소소한우곱창,031-503-9294,경기도시흥시진말로3번길16(장곡동)1층,한우곱창,25000,모듬곱창,25000,,,,
경기도,시흥시,미용업,컷트스토리,031-312-7426,경기도시흥시승지로75(능곡동)1층,남자커트,10000,다운펌,20000,,,,
경기도,시흥시,한식_기타,맛닭꼬치,050-7782-0235,경기도시흥시호현로22번길18(신천동)1층,순살꼬치,3500,파닭꼬치,3500,삼겹살꼬치,3500,,
경기도,시흥시,한식_찌개류,바오달송탄부대찌개,0507-1329-5377,경기도시흥시시청로68번길10(장현동)101호,정통부대찌개,9000,,,,,,
경기도,시흥시,한식_찌개류,삼미감자탕,031-311-5652,경기도시흥시삼미시장4길21(신천동)104호,뼈해장국(2~3인분),14000,감자탕(소),19000,,,,
경기도,시흥시,한식_일반,연잎명태조림,0507-1325-2911,경기도시흥시하중로117번길6(하중동)1층,명태조림(소),31000,,,,,,
경기도,시흥시,중식,짜장면아저씨,031-494-2112,경기도시흥시도일로112번길5-5(거모동)1층,짜장면,6000,간짜장,8000,,,,
경기도,시흥시,기타요식업,케익이벤트,031-317-5062,경기도시흥시장곡로49번길9-1(장곡동)1층,밤식빵,6500,모카쉬폰,7000,소보루,1500,,
경기도,시흥시,한식_육류,홍족한방족발,031-311-7434,경기도시흥시시흥대로1073번길4-4(신천동)1층,앞다리(대),33000,,,,,,
경기도,시흥시,한식_일반,가온국수,,경기도시흥시장곡로53번길17-1101호,멸치국수,6000,,,,,,
경기도,시흥시,한식_육류,공룡족발,,경기도시흥시인선길30108호,족발후족(소),15000,,,,,,
경기도,시흥시,한식_일반,순수면가,,경기도시흥시측백나무길26101호,밀면,8000,비빔밥,5500,,,,
경기도,시흥시,기타요식업,신가네숯불꼼장어,,경기도시흥시진말로19번길3,숯불꼼장어2인,27000,,,,,,
경기도,시흥시,한식_육류,야불과오불,,경기도시흥시장곡로49번길81층,야채불고기,12000,오징어불고기,12000,,,,
경기도,시흥시,한식_육류,돼창마을,,경기도시흥시인선길30106호,곱창볶음,10000,알곱창볶음,10000,,,,
경기도,시흥시,한식_기타,꽃게담다by블리베리팜배곧점,0507-1345-8954,경기도시흥시서울대학로264번길26-32(배곧동)115116호,숫꽃게간장게장정식,13000,암꽃게간장게장정식,16000,,,,
경기도,시흥시,한식_일반,군자생선구이,031-404-7448,경기도시흥시연성로13번길5-2(하중동데코빌아파트)1층,고등어구이,12000,삼치구이,12000,,,,
경기도,시흥시,한식_기타,3대농닭강정,0507-1491-3303,경기도시흥시장곡로71(장곡동)103호,새우후라이드,16000,닭강정,16000,,,,
경기도,시흥시,한식_일반,경기도왕만두,031-316-2254,경기도시흥시시흥대로789번길6-7(포동)2층,왕만두(8개),6000,모듬찌개(2인),14000,,,,
경기도,시흥시,양식,어부파스타,031-317-8792,경기도시흥시은계번영길40(은행동)204205호,버섯리조또,10900,,,,,,
경기도,시흥시,미용업,미앤미염색방,,경기도시흥시신현로38번길23-1(포동)104호,새치염색,10000,두피크리닉,10000,헤어크리닉,10000,,
경기도,시흥시,한식_찌개류,찌개특구,031-362-4658,경기도시흥시정왕대로174(정왕동)광개토빌딩1층,생고기김치찌개,8500,,,,,,
경기도,시흥시,중식,만리향,,경기도시흥시역전로301번길24(정왕동),짜장면(홀이용),3900,짬뽕,6900,,,,
경기도,시흥시,한식_일반,태백설렁탕,,경기도시흥시봉우재로36번길5(정왕동),설렁탕,9000,,,,,,
경기도,시흥시,중식,자금성,,경기도시흥시마유로415역전프라자(정왕동),짬뽕,6000,,,,,,
경기도,시흥시,한식_찌개류,따뜻한밥상,,경기도시흥시서울대학로264번길12호반써밋2차상가229호(배곧동),김치찌개,3000,,,,,,
경기도,시흥시,한식_일반,남원참추어탕,,경기도시흥시신천3길9(신천동),참추어탕돌솥밥,11000,추어튀김,6000,,,,
경기도,시흥시,일식,삿뽀로우동,,경기도시흥시매화1로32번길24(매화동),우동,6000,우동+튀김,8000,,,,
경기도,시흥시,한식_면류,이가네생칼국수,,경기도시흥시신천3길9(신천동),삼계탕,10000,닭한마리칼국수,9000,,,,
경기도,시흥시,한식_일반,부자네식당,,경기도시흥시신천3길40-1(신천동),생삼겹살(200g),14000,오리로스주물럭,40000,,,,
경기도,시흥시,한식_일반,강화생고기마당,,경기도시흥시논곡길7(조남동),가정식백반,7000,냉면,7000,,,,
경기도,시흥시,한식_일반,수제면가,,경기도시흥시인선1길8102호(장곡동),밀면,7000,만두(6개),4000,,,,
경기도,시흥시,한식_일반,꼬꼬마김밥,,경기도시흥시복지로53번길22-1(대야동),꼬마김밥(11줄),7000,,,,,,
경기도,시흥시,한식_분식,장떡즉석떡볶이,,경기도시흥시장곡로49번길6103호(장곡동),떡볶이,6000,,,,,,
경기도,시흥시,한식_일반,동아분식,,경기도시흥시하중로131102호(하중동),순두부찌개,7000,비빔밥,7000,,,,
경기도,시흥시,양식,투엠돈까스,,경기도시흥시장곡로53번길7(장곡동),돈까스뷔페(점심),9900,,,,,,
경기도,시흥시,기타요식업,모랫골마을협동조합,,경기도시흥시은행로65번길221층(은행동),아메리카노(핫),2000,바닐라라떼,3500,수제쌍화차,4000,,
경기도,시흥시,기타비요식업,브이유팩토리,,경기도시흥시서울대학로59-494층43호(배곧동),여권증명사진,15000,영정사진(액자포함),55000,가족사진(액자포함5개),89000,,
경기도,시흥시,한식_일반,건강한밥상,,경기도시흥시시흥대로789번길5(포동),한식뷔페(아침점심),7700,,,,,,
경기도,시흥시,한식_일반,오월얼크니,,경기도시흥시동서로811번길36(물왕동),샤브손칼국수,11000,교자만두(8개),7000,,,,
경기도,시흥시,중식,천향오,,경기도시흥시정왕천로407-1(정왕동),돌솥비빔밥,8000,소고기덮밥,8000,,,,
경기도,시흥시,미용업,수산나미용실,,경기도시흥시대야로3번길14(대야동),뿌리염색(컷트포함),20000,,,,,,
경기도,시흥시,한식_일반,김밥이랑찌개랑,,경기도시흥시시청로68번길4(장현동),된장찌개,7000,순두부찌개,7000,,,,
경기도,파주시,미용업,은혜미용실,,경기도파주시파평면장마루로246-1,커트,10000,펌,20000,염색,20000,,
경기도,파주시,미용업,팜스헤어클럽,031-947-8908,경기도파주시송화로11210호(아동동팜스프링종합상가169동2층),커트,11000,펌,35000,염색,35000,초등/어르신커트,8000
경기도,파주시,미용업,로이미용실,031-957-5007,경기도파주시광탄면혜음로1137-11층,커트,10000,펌,25000,염색,25000,학생커트,8000
경기도,파주시,미용업,헤어짱,031-944-0810,경기도파주시탄현면여치길81,커트,15000,펌,30000,염색,30000,,
경기도,파주시,미용업,시온미용실,031-941-5285,경기도파주시월롱면쉰우물길13-16,커트,5000,펌,25000,염색,15000,학생커트,4000
경기도,파주시,한식_일반,털보순대,031-941-5558,경기도파주시금정24길15(금촌동),순대국밥,9000,돼지국밥,9000,김치찌개,7000,칼국수,7000
경기도,파주시,미용업,선미용실,031-941-2882,경기도파주시금정24길5-1(금촌동),커트,8000,펌,25000,염색,20000,학생커트,5000
경기도,파주시,한식_일반,소망순대국,031-944-3929,경기도파주시금정24길17(금촌동),순대국,9000,돼지국밥,9000,김치찌개,8000,,
경기도,파주시,한식_일반,중앙스넥,,경기도파주시금정24길21(금촌동),순대국,9000,돼지국밥,9000,,,,
경기도,파주시,한식_육류,암소식당,031-945-1255,경기도파주시월롱면엘지로360번길19,차돌박이(180g),22000,꽃등심(160g),25000,생오겹살(200g),15000,,
경기도,파주시,한식_일반,제일분식,031-953-6106,경기도파주시문산읍문향로57자유시장44호,김밥,2500,떡볶이,3500,라면,3500,순대,4000
경기도,파주시,미용업,조희미용실,031-954-1116,경기도파주시문산읍문향로75번길19-12,커트,13000,펌,35000,일반뿌염,30000,새치뿌염,15000
경기도,파주시,한식_일반,고씨네해장국,031-948-8220,경기도파주시가람로116번길31(와동동),선지해장국,9000,황태해장국,9000,설렁탕,9000,,
경기도,파주시,중식,대운각,031-953-0174,경기도파주시파주읍파발로16번길32,자장면,6000,짬뽕,8000,볶음밥,8000,탕수육(소),12000
경기도,파주시,한식_육류,신촌갈비,031-941-7310,경기도파주시새꽃로199(금촌동),돼지갈비(200g),12000,솥뚜껑삼겹살(200g),12000,갈비탕,10000,,
경기도,파주시,한식_일반,시래기국밥,031-942-8865,경기도파주시금정8길1(금촌동),시래기국밥,8000,시래기소국밥,10000,시래기뼈해장국,10000,,
경기도,파주시,한식_면류,산몰랭이국수,031-948-1457,경기도파주시아동로20장안3차상가E-107(금촌동),잔치국수,6000,비빔국수,7000,칼국수,7000,,
경기도,파주시,미용업,엘로이미용실,031-953-3237,경기도파주시파주읍술이홀로432,커트,5000,펌,15000,염색,20000,학생커트,5000
경기도,파주시,한식_육류,복드림한우,031-944-8060,경기도파주시탄현면새오리로48,한우숯불불고기정식(150g),16000,한우설렁탕,8000,한우육회비빔밥,8000,삼겹살(150g),11000
경기도,파주시,한식_일반,맘,031-942-7880,경기도파주시월롱면엘씨디로16LCD파크A-127,김밥,3000,라면,4000,,,,
경기도,파주시,한식_육류,삼겹살에소주한잔,031-953-0068,경기도파주시문산읍문향로84번길22층(파크랜드),대패삼겹살(170g),6800,냉삼겹살(170g),6800,생삽겹살(200g),13000,,
경기도,파주시,한식_일반,원주네식당,031-952-5558,경기도파주시파주읍시장거리길34,육개장,5000,소머리국밥,5000,돼지주물럭,5000,,
경기도,파주시,한식_일반,김밥레스토랑,031-941-2904,경기도파주시청석로2561층106호(동패동교하일번가),김밥,3000,치즈김밥,4000,참치김밥,4000,라면,4000
경기도,파주시,한식_일반,옛날집,031-945-6677,경기도파주시문화로74-3(아동동),닭칼국수,9000,닭곰탕,9000,닭개장,10000,,
경기도,파주시,한식_육류,아리몽,031-957-7100,경기도파주시금정로98(금촌동),불고기정식(불고기200g산채비빔밥),14000,돼지껍데기,6000,뚝불고기,11000,,
경기도,파주시,한식_일반,전주웰빙새알팥죽,031-954-8881,경기도파주시문산읍문향로141층,새알팥죽(보리비빔밥),9000,팥칼국수(보리비빔밥),8000,보리비빔밥,7000,,
경기도,파주시,한식_일반,전주콩나물국밥진말생면국수,031-948-9080,경기도파주시시청로25101~102호(금촌동광우프라자),콩나물국밥,6000,얼큰콩나물국밥,7000,비빔국수,7000,콩국수(사계절),7000
경기도,파주시,미용업,네일&젤,,경기도파주시송학1길158-27(야당동티스퀘어),손젤,34000,발젤,44000,손케어,15000,손젤+발젤,69000
경기도,파주시,숙박업,시실리,031-948-6338,경기도파주시광탄면보광로569,일반실(숙박),35000,일반실(대실),20000,,,,
경기도,파주시,한식_일반,닭사랑,031-957-2482,경기도파주시문산읍독서울1길40상가동102호,후라이드치킨(11호),18000,양념치킨(11호),20000,닭볶음탕,35000,,
경기도,파주시,한식_면류,인생우동,070-7809-8603,경기도파주시책향기로824118호(와동동),우동,7000,유부우동,8000,어묵우동,8000,,
경기도,파주시,미용업,티아라피부관리,031-953-3127,경기도파주시문산읍독서울1길40상가동203호,비너스(상체),45000,등관리,35000,다리,25000,,
경기도,파주시,한식_일반,명동닭한마리,031-948-9188,경기도파주시금정6길271층(금촌동),닭칼국수,9000,닭개장,10000,,,,
경기도,파주시,한식_일반,쭈꾸미삼겹,031-942-0737,경기도파주시월롱면엘씨디로16LCD파크A-121,쭈꾸미볶음(2인이상),8000,쭈꾸미제육볶음(2인이상),9000,쭈꾸미삼겹볶음(2인이상),9000,,
경기도,파주시,중식,사천성,031-953-9536,경기도파주시문산읍문향로821층일부(2호3호),짜장면(매장식사),3000,짬뽕(매장식사),5000,탕수육(1인),8000,,
경기도,파주시,한식_일반,안녕식당,0507-1308-6739,경기도파주시문산읍문산로26번길13호수상가101동6-21,카레덮밥,4000,안심간장계란덮밥,5500,제육덮밥,6500,마파두부덮밥,6500
경기도,파주시,기타요식업,어반그린스,031-942-8910,경기도파주시가람로116번길107123호(와동동한강듀클래스),머쉬룸치킨치아바타샌드위치,8800,쉬림프에그치아바타샌드위치,8800,양송이스프(340ml),6000,,
경기도,파주시,미용업,엘도라도헤어,031-939-0700,경기도파주시초롱꽃로109301호(동패동팜스타워),뿌리염색(3cm),33000,커트,18000,펌,55000,,
경기도,파주시,한식_일반,빠씨오네,031-943-9873,경기도파주시시청로1721층(아동동),한식뷔페,7000,,,,,,
경기도,파주시,한식_육류,조형진일산갈비,031-946-2055,경기도파주시송학1길67-172동(야당동),돼지갈비(250g),11000,목살(200g),13000,삼겹살(200g),14000,,
경기도,파주시,미용업,닥터봉탈모두피케어,031-946-9963,경기도파주시하우고개길95102호(야당동),두피관리,30000,커트,15000,펌,30000,,
경기도,파주시,한식_면류,신촌국수,031-946-4693,경기도파주시교하로885(문발동),잔치국수,6000,떡만둣국,8000,왕만두(5개),6000,,
경기도,파주시,한식_일반,행복한마트분식,,경기도파주시조리읍봉천로38-77,떡볶이,3500,컵밥(삼겹살),4000,꼬마김밥(4개),2000,손수제비,6000
경기도,파주시,한식_육류,암소식당월롱점,031-945-9237,경기도파주시월롱면휴암로20,한우생등심(160g),25000,차돌된장찌개,8000,육회비빔밥(2인분이상),11000,,
경기도,파주시,이용업,금메달커트클럽,070-7543-0863,경기도파주시중앙로3041층(금촌동),남성커트,9000,염색,11000,,,,
경기도,파주시,기타비요식업,금산인삼,031-941-6315,경기도파주시금정24길9-1(금촌동),4년근인삼(300g),13000,인삼차(1상자100개입),5000,사양벌꿀(1병2.4kg),25000,,
경기도,파주시,이용업,나이스가이,031-949-1912,경기도파주시조리읍통일로317102호,남성커트,8000,염색,10000,,,,
경기도,파주시,한식_육류,왔다삼겹살,031-944-9254,경기도파주시원앙길261층일부(금촌동),대패삼겹살(100g),5000,왔다삼겹살(150g)_냉삼,8000,,,,
경기도,파주시,한식_일반,치킨가격안정화프로젝트치킹,031-948-1148,경기도파주시소리천로8번길701층110호(야당동유니타워),바삭크런치크리스피치킨,13900,오트밀크리스피치킨,13900,,,,
경기도,파주시,한식_면류,친구네국수,031-945-9858,경기도파주시탄현면약산로491층,잔치국수,5000,비빔국수,6000,김밥,2500,,
경기도,파주시,기타요식업,준도넛,031-946-7040,경기도파주시평화로331층(금촌동하영빌딩),수제도넛(12개),15000,수제미니볼(40개),8000,수제스노우볼(35개),8000,아메리카노,3000
경기도,파주시,기타요식업,커피홀릭,031-942-3989,경기도파주시금빛로15111호(금촌동미라클프라자),아메리카노(HOT),3000,카페라떼(HOT),4000,바닐라라떼(HOT),4000,,
경기도,파주시,한식_일반,한마음한식뷔페,031-953-3650,경기도파주시파주읍우계로171층일부,한식뷔페(성인),7000,한식뷔페(초등학생),5000,,,,
경기도,파주시,미용업,루즈헤어살롱,031-948-9788,경기도파주시동패로7번길58(동패동)1층103호,여성커트,12000,남성커트,10000,뿌리염색,33000,베이직펌,50000
경기도,파주시,한식_육류,연탄깡통,031-945-1367,경기도파주시월롱면엘씨디로8번길15-221층(라온빌),숙성삼겹살(200g),15000,숙성목살(200g),15000,,,,
경기도,파주시,한식_면류,털레기수제비,031-944-2161,경기도파주시금정12길15(금촌동)1층,잔치국수,5000,칼국수,7000,냉면(물/비빔),7000,,
경기도,파주시,한식_일반,돈까스에,,경기도파주시청석로334(다율동)상가동207호,수제생돈까스,9500,알프레도크림파스타,12000,,,,
경기도,파주시,기타요식업,카페위,031-945-1887,경기도파주시후곡로19(금촌동)-,아메리카노,3000,카페라떼,4000,,,,
경기도,파주시,한식_육류,맛있는청계천곱창막창,031-943-2242,경기도파주시송화로11(아동동)팜스프링아파트169동B119호,야채곱창,12000,,,,,,
경기도,파주시,한식_일반,유명한튀김,031-941-1622,경기도파주시조리읍봉천로38,떡볶이,3500,튀김(3개),2000,,,,
경기도,파주시,미용업,더마블랑에스테틱,031-8035-7275,경기도파주시경의로1114(야당동)에펠타워501호,수분관리10회,400000,탄력관리10회,600000,,,,
경기도,파주시,미용업,아이순수뷰티,0507-1484-0206,경기도파주시경의로1108(야당동)월드타워7차308호,플랫모(네추럴스모키),30000,마스카라연장,35000,뷰터펌+수분팡팡,20000,네추럴펌+수분팡팡,20000
경기도,파주시,기타요식업,아띠공방,031-949-2555,경기도파주시쇠재개울길62-6(금릉동)-,기본마카롱,2000,쿠키류,2500,아메리카노,2500,,
경기도,파주시,기타비요식업,어우러짐(GYM),031-949-5333,경기도파주시파주로266(동패동)4층401호(아이비타워),특공무술수업(주2~3회),140000,특공무술수업(주4~5회),150000,,,,
경기도,파주시,숙박업,파주감악산펜션,031-958-9092,경기도파주시적성면청송로1066번길29-,객실(여름.가을/2인기준/주중),80000,객실(여름.가을/2인기준/주말),120000,,,,
경기도,파주시,기타요식업,하랑쌀국수,031-949-4378,경기도파주시쇠재안길40-41층(금릉동),소고기쌀국수,8000,분짜,8000,,,,
경기도,파주시,한식,장수소고기해장국,031-946-4916,경기도파주시황골로391층105호(금촌동),소고기해장국,7000,선지해장국,5000,,,,
경기도,파주시,한식,선상매운탕칼제비,031-942-1101,경기도파주시가람로21번길7-32101호(와동동),통우럭매운탕칼제비,9000,,,,,,
경기도,파주시,한식_면류,심학산국수집,031-941-8828,경기도파주시탄현면엘지로6941층일부호,양푼이잔치국수,5500,양푼이비빔국수,5500,설렁탕,8000,,
경기도,파주시,미용업,유미네미용실,031-949-3574,경기도파주시심학산로423번길21-17102호(목동동),여성커트,15000,남성커트,13000,베이직펌,50000,,
경기도,파주시,미용업,염색앤두피파주점,,경기도파주시경의로1240번길14-31609호(와동동월드플러스),새치검정염색(뿌리2cm),25000,멋내기염색(뿌리2cm),35000,,,,
경기도,파주시,한식_육류,파주싸다구물갈비,,경기도파주시문산읍사임당로93-23105동지하2층B201호,돼지물갈비(300g),13000,매운양념물갈비(300g),13000,,,,
경기도,의정부시,이용업,미스터블루컷,031-876-0574,경기도의정부시가능로80-1,커트,7000,염색,7000,,,,
경기도,의정부시,이용업,샘플남성컷,031-873-7080,경기도의정부시충의로52,커트,8000,염색+커트,15000,,,,
경기도,의정부시,목욕업,삼진목욕탕,031-848-0157,경기도의정부시태평로198,목욕비,5000,,,,,,
경기도,의정부시,한식_일반,친구네,031-829-4566,경기도의정부시시민로19번길22-71층,김치/된장찌개,7000,순두부찌개,7000,비빔밥,7000,,
경기도,의정부시,한식_일반,사랑채보리밥,031-836-7035,경기도의정부시의정로46번길18,된장찌개,7000,청국장,7000,제육볶음,8000,,
경기도,의정부시,이용업,헤어이벤트,031-844-9520,경기도의정부시태평로204,커트,7000,파마,30000,염색,30000,,
경기도,의정부시,이용업,김순옥미용실,031-874-4328,경기도의정부시비우로98,커트,10000,파마,25000,염색,20000,,
경기도,의정부시,세탁업,백양세탁,031-877-1957,경기도의정부시안말로88,바지단줄임,4000,신사복상하,8000,,,,
경기도,의정부시,한식_면류,이레네칼국수,031-853-3321,경기도의정부시오목로99,해물칼국수,6000,얼큰칼국수,7000,해물수제비,7000,,
경기도,의정부시,세탁업,은하수세탁소,031-846-6369,경기도의정부시추동로12,신사복상하,7000,바지단줄임,4000,,,,
경기도,의정부시,세탁업,토탈빨래방,031-844-8194,경기도의정부시추동로19번길17-14,신사복상하,7500,바지단줄임,4000,,,,
경기도,의정부시,한식_일반,나드리분식,031-871-7983,경기도의정부시흥선로16번길91,김치찌개,6500,돌솥알밥,6500,불고기,8000,,
경기도,의정부시,한식_면류,곰보냉면,031-848-1755,경기도의정부시태평로73번길20나동46호,물냉면,8000,비빔냉면,8000,,,,
경기도,의정부시,이용업,헤어스테이션,031-879-0641,경기도의정부시가능로118번길5,커트,10000,파마,25000,,,,
경기도,의정부시,한식_면류,참멸치국수,031-874-1207,경기도의정부시녹양로42,멸치국수,5500,칼국수,7000,,,,
경기도,의정부시,한식_일반,토담,031-851-1400,경기도의정부시둔야로45번길51,간장불고기,10000,소불고기,15000,제육볶음,10000,,
경기도,의정부시,중식,중화각,031-826-7890,경기도의정부시시민로158번길282층,짜장면,5000,짬뽕,7000,,,,
경기도,의정부시,세탁업,동아세탁소,031-875-7779,경기도의정부시장곡로2482층,신사복상하,6000,바지단줄임,3000,,,,
